time,latitude,longitude,step,surface,valid_time,t2m,sp,u10,v10,d2m,tp,e,lai_lv,lai_hv,sshf,slhf,ssrd,strd,ssr,str,date,is_fire_day
2006-02-01,58.5,-114.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,254.11122,96152.0,-1.0039978,-1.3770065,251.88608,4.585087e-06,1.211185e-05,0.0,1.2139893,1314392.0,24912.0,0.0,8503371.0,0.0,-1817552.0,2006-02-01,0
2006-02-01,58.5,-113.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,254.34169,96266.0,-1.1656189,-0.9736862,252.15952,6.112456e-06,1.6682781e-05,0.0,1.1885986,1214332.0,36588.0,0.0,8622933.0,0.0,-1846334.0,2006-02-01,0
2006-02-01,58.5,-113.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,256.17957,96096.0,-1.401947,-0.19976044,254.44077,7.073581e-06,1.01989135e-05,1.7897949,1.1496582,931400.0,20696.0,0.0,8796507.0,0.0,-1735997.0,2006-02-01,0
2006-02-01,58.5,-112.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,259.97253,96231.0,-2.3160095,0.95893097,257.8685,2.6720762e-05,-3.6019832e-05,2.0810547,1.3704834,1930464.0,-102490.0,0.0,8992501.0,0.0,-1984239.0,2006-02-01,0
2006-02-01,58.5,-112.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,258.47058,96618.0,-3.7203064,2.5355911,256.16147,0.000102545324,6.147567e-05,0.0,0.0,1092876.0,174252.0,0.0,9229011.0,0.0,-936178.0,2006-02-01,0
2006-02-01,58.5,-111.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,261.82996,96921.0,-2.3833923,2.743599,258.94272,0.00019880683,-4.8725866e-05,0.0,1.2208252,2055596.0,-138112.0,0.0,9553569.0,0.0,-1435956.0,2006-02-01,0
2006-02-01,58.5,-111.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,262.05457,97052.0,-1.4805603,2.3417435,259.21616,0.00028556137,1.4428049e-05,0.8156738,1.6485596,2083520.0,40898.0,0.0,9553789.0,0.0,-1241905.0,2006-02-01,0
2006-02-01,58.5,-110.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,262.29285,96350.0,-1.9351501,2.2670364,259.35483,0.00038569717,-4.3437816e-05,0.0,1.2717285,1909532.0,-123124.0,0.0,9376713.0,0.0,-1511579.0,2006-02-01,0
2006-02-01,58.5,-110.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,261.84363,96200.0,-1.5162048,2.242134,258.81967,0.00031636952,-1.6439706e-05,0.0,1.1383057,2251264.0,-46600.0,0.0,9139443.0,0.0,-1653962.0,2006-02-01,0
2006-02-01,58.0,-120.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,266.3944,90574.0,-0.9414978,2.2084427,264.13608,8.597969e-07,-3.8825907e-05,0.0,1.3596191,3438916.0,-110050.0,6468.0,8849721.0,4352.0,-3559516.0,2006-02-01,0
2006-02-01,58.0,-119.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,265.51746,90190.0,-0.9131775,2.214302,263.22006,8.597969e-07,-1.509767e-05,0.0,1.4284668,3136144.0,-42792.0,4662.0,8841411.0,3104.0,-3388916.0,2006-02-01,0
2006-02-01,58.0,-119.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,260.48035,90654.0,-1.0733337,1.4701614,258.77866,8.597969e-07,5.0090253e-05,0.0,1.4110107,2310620.0,126702.0,3068.0,8811353.0,1992.0,-2970122.0,2006-02-01,0
